t,delta,EmergR
376.34,-0.0148762827341352,-0.708727974359396
376.36,-0.0148763805495505,-0.716833202308543
376.38,-0.0148763686878099,-0.72630564677
376.4,-0.0148762470501898,-0.737133816028181
376.42,-0.0148760155386222,-0.74930505017086
376.44,-0.0148756740556965,-0.762805536242895
376.46,-0.0148752225046608,-0.777620324700099
376.48,-0.0148746607894227,-0.7937333471433
376.5,-0.0148739888145515,-0.811127435305367
376.52,-0.0148732064852791,-0.829784341267315
376.54,-0.0148723137075011,-0.849684758872394
376.56,-0.014871310387779,-0.870808346311028
376.58,-0.0148701964333406,-0.893133749844406
376.6,-0.0148689717520817,-0.916638628633257
376.62,-0.0148676362525673,-0.941299680638851
376.64,-0.0148661898440331,-0.967092669560106
376.66,-0.0148646324363861,-0.993992452769193
376.68,-0.0148629639402064,-1.02197301020908
376.7,-0.0148611842667478,-1.05100747421167
376.72,-0.0148592933279397,-1.08106816019762
376.74,-0.0148572910363876,-1.11212659821424
376.76,-0.0148551773053747,-1.14415356527086
376.78,-0.0148529520488624,-1.17711911842704
376.8,-0.0148506151814921,-1.21099262858762
376.82,-0.014848166618586,-1.24574281496075
376.84,-0.0148456062761478,-1.2813377801344
376.86,-0.0148429340708638,-1.31774504571806
376.88,-0.0148401499201044,-1.35493158851076
376.9,-0.0148372537419251,-1.39286387713993
376.92,-0.0148342454550665,-1.43150790912554
376.94,-0.0148311249789564,-1.47082924832226
376.96,-0.0148278922337101,-1.51079306268603
376.98,-0.0148245471401314,-1.55136416231931
377,-0.0148210896197138,-1.59250703774172
377.02,-0.014817519594641,-1.6341858983406
377.04,-0.0148138369877879,-1.6763647109464
377.06,-0.0148100417227216,-1.71900723848635
377.08,-0.014806133723702,-1.76207707866615
377.1,-0.0148021129156829,-1.80553770262871
377.12,-0.0147979792243126,-1.84935249354087
377.14,-0.0147937325759339,-1.89348478506129
377.16,-0.014789372897587,-1.93789789963636
377.18,-0.0147849001170075,-1.98255518658005
377.2,-0.0147803141626297,-2.02742005988844
377.22,-0.0147756149635856,-2.07245603574111
377.24,-0.0147708024497062,-2.11762676964299
377.26,-0.0147658765515218,-2.1628960931638
377.28,-0.0147608372002634,-2.20822805022575
377.3,-0.0147556843278628,-2.25358693289877
377.32,-0.0147504178669529,-2.29893731665879
377.34,-0.0147450377508694,-2.34424409506805
377.36,-0.0147395439136503,-2.38947251383427
377.38,-0.0147339362900372,-2.4345882042112
377.4,-0.0147282148154752,-2.47955721570097
377.42,-0.0147223794261144,-2.52434604801858
377.44,-0.0147164300588092,-2.5689216822862
377.46,-0.0147103666511201,-2.61325161141858
377.48,-0.0147041891413131,-2.65730386966792
377.5,-0.0146978974683607,-2.70104706129562
377.52,-0.0146914915719428,-2.74445038833982
377.54,-0.0146849713924461,-2.78748367744961
377.56,-0.0146783368709656,-2.83011740575764
377.58,-0.014671587949304,-2.87232272576653
377.6,-0.0146647245699735,-2.91407148922216
377.62,-0.0146577466761945,-2.95533626995145
377.64,-0.0146506542118974,-2.99609038564621
377.66,-0.0146434471217221,-3.03630791856732
377.68,-0.0146361253510188,-3.07596373515703
377.7,-0.014628688845848,-3.1150335045406
377.72,-0.0146211375529815,-3.15349371590162
377.74,-0.0146134714199016,-3.19132169471968
377.76,-0.0146056903948024,-3.2284956178599
377.78,-0.0145977944265896,-3.26499452750201
377.8,-0.0145897834648806,-3.30079834390443
377.82,-0.0145816574600056,-3.33588787699575
377.84,-0.0145734163630065,-3.37024483679021
377.86,-0.0145650601256386,-3.40385184262321
377.88,-0.0145565887003695,-3.43669243120922
377.9,-0.0145480020403802,-3.46875106352
377.92,-0.0145393000995647,-3.50001313048739
377.94,-0.0145304828325307,-3.53046495753543
377.96,-0.0145215501945994,-3.56009380794671
377.98,-0.0145125021418056,-3.58888788507289
378,-0.0145033386308977,-3.61683633339492
378.02,-0.0144940596193386,-3.64392923844957
378.04,-0.0144846650653049,-3.67015762562929
378.06,-0.0144751549276875,-3.69551345787356
378.08,-0.0144655291660915,-3.71998963226522
378.1,-0.0144557877408362,-3.74357997554982
378.12,-0.0144459306129556,-3.76627923859627
378.14,-0.0144359577441973,-3.78808308981925
378.16,-0.014425869097024,-3.80898810758414
378.18,-0.0144156646346128,-3.82899177161623
378.2,-0.0144053443208547,-3.84809245344139
378.22,-0.0143949081203554,-3.86628940587917
378.24,-0.0143843559984349,-3.88358275161725
378.26,-0.0143736879211279,-3.89997347089409
378.28,-0.0143629038551828,-3.91546338831776
378.3,-0.0143520037680627,-3.93005515885087
378.32,-0.0143409876279445,-3.94375225299136
378.34,-0.0143298554037193,-3.95655894118204
378.36,-0.0143186070649923,-3.96848027747798
378.38,-0.0143072425820823,-3.97952208250821
378.4,-0.014295761926022,-3.98969092576288
378.42,-0.0142841650685579,-3.9989941072405
378.44,-0.0142724519821494,-4.00743963849078
378.46,-0.0142606226399696,-4.01503622308782
378.48,-0.0142486770159045,-4.02179323656979
378.5,-0.0142366150845534,-4.02772070588066
378.52,-0.0142244368212279,-4.03282928835109
378.54,-0.0142121422019526,-4.03713025025598
378.56,-0.0141997312034643,-4.04063544498236
378.58,-0.0141872038032116,-4.04335729084967
378.6,-0.0141745599793553,-4.04530874861542
378.62,-0.0141617997107681,-4.04650329870544
378.64,-0.0141489229770334,-4.046954918205
378.66,-0.0141359297584462,-4.04667805764864
378.68,-0.0141228200360121,-4.04568761764425
378.7,-0.0141095937914472,-4.04399892536953
378.72,-0.0140962510071779,-4.04162771097487
378.74,-0.0140827916663408,-4.03859008393143
378.76,-0.0140692157527818,-4.034902509357
378.78,-0.014055523251056,-4.03058178435644
378.8,-0.0140417141464278,-4.02564501441003
378.82,-0.0140277884248699,-4.02010958984406
378.84,-0.0140137460730633,-4.01399316241784
378.86,-0.0139995870783964,-4.00731362205638
378.88,-0.0139853114289657,-4.00008907376432
378.9,-0.0139709191135746,-3.9923378147492
378.92,-0.0139564101217326,-3.98407831178625
378.94,-0.0139417844436563,-3.97532917885059
378.96,-0.0139270420702676,-3.96610915504905
378.98,-0.0139121829931939,-3.95643708287644
379,-0.0138972072047675,-3.94633188682224
379.02,-0.0138821146980248,-3.93581255235396
379.04,-0.0138669054667069,-3.92489810530074
379.06,-0.0138515795052579,-3.91360759166077
379.08,-0.0138361368088253,-3.9019600578514
379.1,-0.013820577373259,-3.88997453142785
379.12,-0.0138049011951111,-3.87767000228459
379.14,-0.0137891082716352,-3.86506540436017
379.16,-0.0137731986007856,-3.8521795978622
379.18,-0.0137571721812176,-3.83903135202748
379.2,-0.0137410290122862,-3.8256393284329
379.22,-0.0137247690940457,-3.81202206486713
379.24,-0.0137083924272494,-3.79819795977936
379.26,-0.0136918990133492,-3.78418525731059
379.28,-0.013675288854494,-3.77000203292067
379.3,-0.0136585619535304,-3.75566617961669
379.32,-0.0136417183140015,-3.74119539478881
379.34,-0.013624757940146,-3.72660716766032
379.36,-0.0136076808368981,-3.71191876735431
379.38,-0.0135904870098867,-3.69714723158042
379.4,-0.013573176465435,-3.68230935594192
379.42,-0.0135557492105591,-3.66742168386381
379.44,-0.0135382052529683,-3.65250049713981
379.46,-0.0135205446010638,-3.63756180709695
379.48,-0.0135027672639386,-3.62262134637264
379.5,-0.0134848732513762,-3.60769456129927
379.52,-0.0134668625738502,-3.59279660489118
379.54,-0.0134487352425238,-3.5779423304254
379.56,-0.013430491269249,-3.56314628560853
379.58,-0.0134121306665655,-3.54842270731958
379.6,-0.0133936534477005,-3.53378551691863
379.62,-0.013375059626568,-3.51924831610896
379.64,-0.0133563492177673,-3.50482438334085
379.66,-0.0133375222365836,-3.49052667074265
379.68,-0.0133185786989858,-3.47636780156529
379.7,-0.013299518621627,-3.46236006812376
379.72,-0.0132803420218428,-3.44851543022131
379.74,-0.013261048917651,-3.43484551403669
379.76,-0.0132416393277507,-3.42136161145977
379.78,-0.0132221132715215,-3.40807467985384
379.8,-0.0132024707690226,-3.39499534222928
379.82,-0.0131827118409929,-3.38213388780517
379.84,-0.0131628365088485,-3.36950027294234
379.86,-0.0131428447946834,-3.35710412242432
379.88,-0.013122736721268,-3.34495473106686
379.9,-0.0131025123120483,-3.33306106563409
379.92,-0.0130821715911453,-3.32143176703993
379.94,-0.0130617145833534,-3.31007515281271
379.96,-0.0130411413141413,-3.29899921979967
379.98,-0.013020451809649,-3.28821164709168
380,-0.0129996460966882,-3.27771979914311
380.02,-0.0129787242027416,-3.26753072906583
380.04,-0.0129576861559608,-3.25765118207428
380.06,-0.0129365319851669,-3.2480875990605
380.08,-0.0129152617198485,-3.23884612027467
380.1,-0.0128938753901611,-3.22993258909193
380.12,-0.0128723730269265,-3.22135255584069
380.14,-0.0128507546616321,-3.21311128167329
380.16,-0.0128290203264286,-3.20521374245754
380.18,-0.0128071700541311,-3.19766463266679
380.2,-0.012785203878216,-3.19046836924902
380.22,-0.0127631218328219,-3.18362909545704
380.24,-0.0127409239527479,-3.17715068461648
380.26,-0.0127186102734521,-3.17103674381757
380.28,-0.0126961808310518,-3.1652906175078
380.3,-0.0126736356623218,-3.15991539097231
380.32,-0.0126509748046931,-3.15491389368259
380.34,-0.0126281982962529,-3.15028870249867
380.36,-0.0126053061757429,-3.14604214470924
380.38,-0.0125822984825584,-3.14217630089605
380.4,-0.0125591752567475,-3.13869300760766
380.42,-0.0125359365390099,-3.13559385983307
380.44,-0.012512582370696,-3.13288021325848
380.46,-0.0124891127938063,-3.13055318630282
380.48,-0.0124655278509892,-3.12861366191737
380.5,-0.0124418275855411,-3.12706228914227
380.52,-0.0124180120414051,-3.12589948441505
380.54,-0.0123940812631696,-3.12512543261932
380.56,-0.0123700352960674,-3.1247400878735
380.58,-0.0123458741859751,-3.12474317405106
380.6,-0.0123215979794112,-3.12513418503161
380.62,-0.0122972067235361,-3.12591238467981
380.64,-0.0122727004661497,-3.12707680655022
380.66,-0.0122480792556919,-3.12862625331919
380.68,-0.0122233431412399,-3.13055929594448
380.7,-0.0121984921725085,-3.1328742725556
380.72,-0.0121735263998479,-3.13556928707685
380.74,-0.0121484458742436,-3.1386422075882
380.76,-0.0121232506473147,-3.14209066443116
380.78,-0.0120979407713122,-3.1459120480632
380.8,-0.0120725162991195,-3.1501035066726
380.82,-0.0120469772842499,-3.1546619435576
380.84,-0.0120213237808459,-3.15958401428485
380.86,-0.0119955558436782,-3.16486612363473
380.88,-0.0119696735281448,-3.1705044223463
380.9,-0.0119436768902686,-3.1764948036758
380.92,-0.0119175659866982,-3.1828328997808
380.94,-0.0118913408747051,-3.1895140779476
380.96,-0.0118650016121834,-3.19653343667325
380.98,-0.0118385482576483,-3.2038858016238
381,-0.0118119808702352,-3.21156572148234
381.02,-0.0117852995096977,-3.21956746370613
381.04,-0.011758504236408,-3.22788501021399
381.06,-0.0117315951113546,-3.23651205301811
381.08,-0.0117045721961408,-3.24544198982748
381.1,-0.0116774355529847,-3.2546679196381
381.12,-0.0116501852447167,-3.264182638334
381.14,-0.0116228213347793,-3.27397863432188
381.16,-0.0115953438872255,-3.28404808421897
381.18,-0.0115677529667174,-3.29438284861929
381.2,-0.0115400486385255,-3.30497446796144
381.22,-0.0115122309685271,-3.31581415851975
381.24,-0.0114843000232049,-3.3268928085442
381.26,-0.0114562558696461,-3.33820097457235
381.28,-0.0114280985755412,-3.34972887793796
381.3,-0.0113998282091827,-3.36146640149884
381.32,-0.0113714448394638,-3.37340308661146
381.34,-0.0113429485358771,-3.38552813037222
381.36,-0.0113143393685132,-3.39783038315308
381.38,-0.01128561740806,-3.41029834645356
381.4,-0.011256782725801,-3.42292017109388
381.42,-0.0112278353936138,-3.43568365577096
381.44,-0.0111987754839698,-3.44857624600367
381.46,-0.0111696030699319,-3.46158503348575
381.48,-0.0111403182251533,-3.47469675587317
381.5,-0.011110921023877,-3.48789779702388
381.52,-0.0110814115409336,-3.50117418771408
381.54,-0.0110517898517414,-3.51451160684945
381.56,-0.0110220560323028,-3.52789538319376
381.58,-0.0109922101592055,-3.54131049763077
381.6,-0.0109622523096197,-3.55474158598093
381.62,-0.0109321825612968,-3.56817294238957
381.64,-0.010902000992569,-3.58158852330152
381.66,-0.0108717076823467,-3.5949719520415
381.68,-0.010841302710119,-3.60830652401115
381.7,-0.01081078615595,-3.62157521251956
381.72,-0.0107801581004799,-3.63476067525861
381.74,-0.0107494186249217,-3.64784526143514
381.76,-0.0107185678110613,-3.66081101956915
381.78,-0.0106876057412555,-3.67363970597008
381.8,-0.0106565324984306,-3.68631279389572
381.82,-0.010625348166081,-3.69881148340349
381.84,-0.0105940528282684,-3.71111671189716
381.86,-0.0105626465696198,-3.72320916537536
381.88,-0.0105311294753266,-3.73506929038193
381.9,-0.0104995016311429,-3.74667730666277
381.92,-0.0104677631233849,-3.75801322052553
381.94,-0.0104359140389282,-3.7690568389038
381.96,-0.0104039544652076,-3.77978778412101
381.98,-0.0103718844902154,-3.79018550935025
382,-0.0103397042024996,-3.80022931476437
382.02,-0.0103074136911631,-3.80989836436757
382.04,-0.0102750130458624,-3.81917170350338
382.06,-0.0102425023568051,-3.82802827702264
382.08,-0.0102098817147501,-3.83644694810621
382.1,-0.0101771512110053,-3.84440651772476
382.12,-0.0101443109374258,-3.85188574472199
382.14,-0.0101113609864135,-3.85886336650517
382.16,-0.0100783014509152,-3.86531812032616
382.18,-0.0100451324244212,-3.87122876513187
382.2,-0.0100118540009638,-3.87657410396426
382.22,-0.0099784662751161,-3.88133300688904
382.24,-0.0099449693419904,-3.88548443442829
382.26,-0.00991136329723752,-3.88900746147171
382.28,-0.00987764823704382,-3.89188130164204
382.3,-0.00984382425813152,-3.89408533208606
382.32,-0.00980989145775604,-3.89559911866263
382.34,-0.00977584993370495,-3.89640244149806
382.36,-0.00974169978429689,-3.89647532087683
382.38,-0.00970744110837973,-3.89579804343671
382.4,-0.00967307400532918,-3.89435118863352
382.42,-0.00963859857504749,-3.89211565544159
382.44,-0.00960401491796196,-3.88907268925468
382.46,-0.00956932313502365,-3.88520390894983
382.48,-0.0095345233277054,-3.88049133407837
382.5,-0.00949961559800097,-3.87491741214373
382.52,-0.00946460004842323,-3.8684650459293
382.54,-0.00942947678200307,-3.86111762083428
382.56,-0.00939424590228778,-3.85285903217922
382.58,-0.00935890751333933,-3.84367371243782
382.6,-0.00932346171973312,-3.83354665835598
382.62,-0.00928790862655644,-3.82246345791274
382.64,-0.00925224833940744,-3.8104103170848
382.66,-0.00921648096439277,-3.79737408636718
382.68,-0.00918060660812733,-3.78334228701029
382.7,-0.0091446253777316,-3.76830313692852
382.72,-0.00910853738083051,-3.75224557623693
382.74,-0.00907234272555285,-3.73515929237356
382.76,-0.00903604152052864,-3.71703474476158
382.78,-0.00899963387488774,-3.69786318897114
382.8,-0.00896311989825925,-3.67763670033438
382.82,-0.00892649970076929,-3.6563481969733
382.84,-0.0088897733930398,-3.6339914621953
382.86,-0.00885294108618659,-3.61056116621693
382.88,-0.00881600289181875,-3.58605288717165
382.9,-0.00877895892203626,-3.56046313136131
382.92,-0.00874180928942898,-3.53378935271066
382.94,-0.0087045541070747,-3.50602997138617
382.96,-0.00866719348853882,-3.47718439153703
382.98,-0.00862972754787094,-3.44725301812291
383,-0.00859215639960509,-3.4162372727904
383.02,-0.0085544801587574,-3.38413960876054
383.04,-0.00851669894082468,-3.35096352469317
383.06,-0.00847881286178285,-3.31671357749519
383.08,-0.00844082203808591,-3.28139539403542
383.1,-0.00840272658666368,-3.24501568174035
383.12,-0.00836452662492078,-3.20758223803504
383.14,-0.00832622227073519,-3.1691039586033
383.16,-0.00828781364245642,-3.12959084443884
383.18,-0.00824930085890403,-3.08905400766076
383.2,-0.00821068403936642,-3.04750567606933
383.22,-0.00817196330359865,-3.00495919641996
383.24,-0.00813313877182167,-2.96142903639306
383.26,-0.0080942105647207,-2.91693078523996
383.28,-0.0080551788034431,-2.87148115308932
383.3,-0.00801604360959719,-2.82509796889663
383.32,-0.00797680510525087,-2.77780017702185
383.34,-0.00793746341293002,-2.72960783242601
383.36,-0.00789801865561677,-2.68054209447347
383.38,-0.00785847095674808,-2.63062521933346
383.4,-0.00781882044021441,-2.57988055097374
383.42,-0.0077790672303579,-2.52833251074394
383.44,-0.00773921145197082,-2.47600658554354
383.46,-0.00769925323029434,-2.42292931457613
383.48,-0.00765919269101668,-2.3691282746927
383.5,-0.0076190299602714,-2.3146320643261
383.52,-0.00757876516463642,-2.25947028602376
383.54,-0.00753839843113212,-2.20367352758706
383.56,-0.00749792988722002,-2.14727334182815
383.58,-0.00745735966080072,-2.09030222495483
383.6,-0.00741668788021288,-2.03279359359995
383.62,-0.00737591467423153,-1.97478176051272
383.64,-0.00733504017206634,-1.91630190892672
383.66,-0.00729406450335997,-1.85739006563037
383.68,-0.00725298779818747,-1.79808307276038
383.7,-0.00721181018705303,-1.73841855834168
383.72,-0.00717053180088992,-1.67843490560339
383.74,-0.00712915277105853,-1.61817122110061
383.76,-0.00708767322934412,-1.55766730166706
383.78,-0.00704609330795663,-1.49696360023872
383.8,-0.00700441313952765,-1.43610119057919
383.82,-0.00696263285710964,-1.37512173094233
383.84,-0.00692075259417433,-1.31406742671372
383.86,-0.00687877248461091,-1.2529809920697
383.88,-0.00683669266272484,-1.19190561069323
383.9,-0.00679451326323597,-1.13088489559417
383.92,-0.00675223442127726,-1.06996284807707
383.94,-0.00670985627239233,-1.00918381590057
383.96,-0.00666737895253527,-0.948592450681178
383.98,-0.00662480259806836,-0.888233664588126
384,-0.00658212734576023,-0.828152586377654
384.02,-0.00653935333278469,-0.768394516824687
384.04,-0.00649648069671901,-0.709004883598872
384.06,-0.00645350957554225,-0.65002919564428
384.08,-0.00641044010763426,-0.591512997113949
384.1,-0.00636727243177334,-0.533501820918053
384.12,-0.00632400668713517,-0.476041141943842
384.14,-0.00628064301329104,-0.419176330001093
384.16,-0.00623718155020578,-0.3629526025565
384.18,-0.00619362243823737,-0.30741497731382
384.2,-0.00614996581813471,-0.252608224700116
384.22,-0.0061062118310356,-0.198576820317629
384.24,-0.00606236061846574,-0.145364897425326
384.26,-0.00601841232233695,-0.0930161995055754
384.28,-0.00597436708494587,-0.0415740329824947
384.3,-0.00593022504897218,0.00891877984902889
384.32,-0.00588598635745402,0.0584199476232021
384.34,-0.00584165115339733,0.106887756369989
384.36,-0.00579721957881113,0.154281115584683
384.38,-0.00575269177376891,0.200559603845532
384.4,-0.00570806787567993,0.245683513914092
384.42,-0.00566334801873622,0.289613897258129
384.44,-0.00561853233350357,0.332312607942483
384.46,-0.00557362094663023,0.373742345823145
384.48,-0.00552861398065376,0.413866698988798
384.5,-0.00548351155388758,0.452650185394741
384.52,-0.00543831378037338,0.490058293628407
384.54,-0.00539302076988672,0.526057522753342
384.56,-0.0053476326279887,0.5606154211779
384.58,-0.00530214945611197,0.5937006244928
384.6,-0.00525657135167899,0.625282892228537
384.62,-0.00521089840824448,0.655333143478559
384.64,-0.00516513071565685,0.683823491341807
384.66,-0.00511926836023788,0.710727276134459
384.68,-0.0050733114249755,0.736019097325088
384.7,-0.00502725998972862,0.759674844150237
384.72,-0.00498111413143946,0.781671724862674
384.74,-0.00493487392435481,0.801988294576777
384.76,-0.00488853944025246,0.820604481666403
384.78,-0.00484211074867289,0.83750161268069
384.8,-0.00479558791715403,0.852662435739882
384.82,-0.00474897101147017,0.866071142379305
384.84,-0.00470226009587113,0.877713387807737
384.86,-0.00465545523332461,0.887576309551996
384.88,-0.0046085564857585,0.895648544458452
384.9,-0.00456156391430366,0.901920244029307
384.92,-0.00451447757953721,0.906383088065176
384.94,-0.00446729754172515,0.909030296598195
384.96,-0.00442002386106375,0.909856640095266
384.98,-0.00437265659792085,0.908858447911804
385,-0.00432519581307461,0.90603361498876
385.02,-0.00427764156795245,0.901381606774528
385.04,-0.00422999392486564,0.894903462366202
385.06,-0.004182252947244,0.886601795863172
385.08,-0.00413441869986687,0.876480795927443
385.1,-0.00408649124909245,0.864546223549049
385.12,-0.00403847066308364,0.850805408017696
385.14,-0.00399035701203163,0.835267241102679
385.16,-0.00394215036837568,0.81794216944677
385.18,-0.00389385080702004,0.798842185181921
385.2,-0.00384545840554701,0.777980814776257
385.22,-0.00379697324442693,0.755373106126091
385.24,-0.00374839540722368,0.731035613906081
385.26,-0.00369972498079664,0.704986383197246
385.28,-0.00365096205549812,0.677244931409565
385.3,-0.0036021067253675,0.647832228524286
385.32,-0.00355315908831839,0.616770675676836
385.34,-0.00350411924632451,0.584084082109566
385.36,-0.0034549873055989,0.549797640521522
385.38,-0.00340576337676787,0.51393790084612
385.4,-0.00335644757504174,0.476532742489833
385.42,-0.00330704002037882,0.437611345068512
385.44,-0.00325754083764478,0.397204157674081
385.46,-0.00320795015676664,0.355342866715672
385.48,-0.00315826811288131,0.312060362373421
385.5,-0.00310849484647838,0.267390703706773
385.52,-0.00305863050353799,0.221369082464669
385.54,-0.00300867523566149,0.174031785641009
385.56,-0.00295862920019724,0.125416156826214
385.58,-0.00290849256036103,0.0755605564003672
385.6,-0.00285826548534942,0.0245043206235662
385.62,-0.00280794815044647,-0.0277122803269823
385.64,-0.00275754073703893,-0.0810480853198787
385.66,-0.00270704343205541,-0.135461086175007
385.68,-0.00265645642694542,-0.190908472455583
385.7,-0.00260577991676475,-0.24734667709316
385.72,-0.0025550140994271,-0.304731422781918
385.74,-0.00250415917509294,-0.363017769085829
385.76,-0.00245321534567176,-0.422160160198106
385.78,-0.00240218281441378,-0.482112473293098
385.8,-0.0023510617855783,-0.542828067404434
385.82,-0.00229985246416277,-0.604259832774201
385.84,-0.00224855505568396,-0.666360240604085
385.86,-0.00219716976599719,-0.729081393147877
385.88,-0.00214569680115295,-0.792375074083395
385.9,-0.00209413636727786,-0.856192799096651
385.92,-0.00204248867048069,-0.920485866617283
385.94,-0.00199075391677568,-0.985205408639863
385.96,-0.00193893231202118,-1.05030244156817
385.98,-0.00188702406187098,-1.11572791701618
386,-0.00183502937173513,-1.18143277250815
386.02,-0.00178294844674973,-1.24736798200636
386.04,-0.00173078149175308,-1.31348460621149
386.06,-0.00167852871126799,-1.37973384256729
386.08,-0.0016261903094867,-1.44606707491342
386.1,-0.00157376649026235,-1.51243592272001
386.12,-0.00152125745710072,-1.57879228984778
386.14,-0.00146866341315704,-1.64508841277237
386.16,-0.00141598456123144,-1.71127690821509
386.18,-0.00136322110377009,-1.77731082012103
386.2,-0.00131037324286321,-1.84314366593182
386.22,-0.00125744118024846,-1.90872948209382
386.24,-0.00120442511731192,-1.9740228687483
386.26,-0.00115132525509136,-2.03897903355489
386.28,-0.00109814179427924,-2.10355383459212
386.3,-0.00104487493522719,-2.16770382228599
386.32,-0.00099152487794945,-2.23138628032238
386.34,-0.00093809182212801,-2.29455926549122
386.36,-0.000884575967116535,-2.35718164641935
386.38,-0.000830977511946296,-2.41921314115087
386.4,-0.000777296655329221,-2.4806143535293
386.42,-0.000723533595664499,-2.5413468083435
386.44,-0.000669688531043164,-2.60137298520139
386.46,-0.000615761659252984,-2.6606563510914
386.48,-0.000561753177783266,-2.7191613915995
386.5,-0.000507663283830506,-2.77685364075112
386.52,-0.000453492174303096,-2.83369970944461
386.54,-0.000399240045826332,-2.88966731245046
386.56,-0.000344907094747319,-2.94472529394766
386.58,-0.000290493517140428,-2.99884365157922
386.6,-0.000235999508811683,-3.0519935589957
386.62,-0.000181425265303649,-3.10414738687585
386.64,-0.000126770981900291,-3.15527872240241
386.66,-7.20368536322746e-05,-3.20536238717862
386.68,-1.72230752804961e-05,-3.25437445357163
386.7,3.76701583075086e-05,-3.30229225947437
386.72,9.26426362987716e-05,-3.34909442147369
386.74,0.000147694096192129,-3.39476084642449
386.76,0.000202824224075315,-3.43927274141753
386.78,0.000258032664832218,-3.48261262214315
386.8,0.000313319030536879,-3.52476431965162
386.82,0.000368682907312826,-3.56571298551169
386.84,0.000424123860938022,-3.60544509537086
386.86,0.000479641441419213,-3.6439484509265
386.88,0.000535235186725116,-3.68121218031339
386.9,0.000590904625830348,-3.71722673692136
386.92,0.000646649281194083,-3.75198389665481
386.94,0.000702468670776646,-3.78547675364797
386.96,0.000758362309677465,-3.81769971445688
386.98,0.000814329711464004,-3.84864849073997
387,0.000870370389245832,-3.87832009045713
387.02,0.000926483856542653,-3.9067128076027
387.04,0.000982669627981128,-3.93382621049951
387.06,0.00103892721985476,-3.95966112868238
387.08,0.00109525615056699,-3.98421963839594
387.1,0.0011516559409845,-4.00750504673952
387.12,0.00120812611471366,-4.02952187448703
387.14,0.00126466619831364,-4.05027583762061
387.16,0.00132127572146094,-4.06977382760538
387.18,0.00137795421707062,-4.08802389044762
387.2,0.00143470122138494,-4.10503520457148
387.22,0.00149151627403486,-4.12081805755042
387.24,0.00154839891807778,-4.13538382173886
387.26,0.001605348700019,-4.14874492884088
387.28,0.00166236516981626,-4.16091484345944
387.3,0.00171944788087389,-4.17190803567094
387.32,0.00177659639002726,-4.18173995266813
387.34,0.00183381025751857,-4.19042698951669
387.36,0.00189108904696778,-4.19798645907333
387.38,0.00194843232533661,-4.20443656111003
387.4,0.00200583966289024,-4.20979635069324
387.42,0.00206331063315619,-4.21408570586791
387.44,0.0021208448128787,-4.21732529469204
387.46,0.00217844178197388,-4.21953654167273
387.48,0.00223610112348142,-4.22074159365469
387.5,0.00229382242351605,-4.22096328520843
387.52,0.00235160527121842,-4.2202251035703
387.54,0.00240944925870625,-4.21855115318539
387.56,0.00246735398102276,-4.21596611990139
387.58,0.00252531903608832,-4.21249523486557
387.6,0.0025833440246493,-4.20816423817704
387.62,0.00264142855022882,-4.20299934234
387.64,0.0026995722190773,-4.19702719557283
387.66,0.0027577746401226,-4.1902748450211
387.68,0.00281603542492157,-4.18276969992226
387.7,0.0028743541876116,-4.17453949477519
387.72,0.00293273054486213,-4.16561225255903
387.74,0.00299116411582809,-4.15601624805195
387.76,0.00304965452210149,-4.1457799712972
387.78,0.00310820138766614,-4.13493209126169
387.8,0.00316680433885052,-4.12350141973465
387.82,0.00322546300428335,-4.11151687551176
387.84,0.00328417701484801,-4.09900744890691
387.86,0.00334294600363825,-4.08600216663848
387.88,0.00340176960591466,-4.07253005712963
387.9,0.00346064745906096,-4.05862011626548
387.92,0.0035195792025415,-4.04430127364753
387.94,0.00357856447785918,-4.02960235938447
387.96,0.00363760292851365,-4.01455207145673
387.98,0.00369669419996014,-3.99917894369301
388,0.0037558379395692,-3.98351131439311
388.02,0.00381503379658646,-3.96757729563149
388.04,0.00387428142209343,-3.95140474327608
388.06,0.0039335804689679,-3.93502122775091
388.08,0.00399293059184647,-3.91845400557618
388.1,0.00405233144708572,-3.90172999171137
388.12,0.00411178269272534,-3.88487573273046
388.14,0.00417128398845139,-3.86791738085447
388.16,0.00423083499555936,-3.85088066886591
388.18,0.00429043537691871,-3.83379088592703
388.2,0.0043500847969375,-3.81667285432318
388.22,0.00440978292152722,-3.79955090715177
388.24,0.00446952941806851,-3.78244886697358
388.26,0.00452932395537731,-3.76539002544357
388.28,0.00458916620367168,-3.74839712393525
388.3,0.00464905583453807,-3.7314923351727
388.32,0.00470899252089944,-3.71469724588097
388.34,0.00476897593698267,-3.69803284046494
388.36,0.00482900575828782,-3.68151948572569
388.38,0.00488908166155586,-3.66517691661985
388.4,0.00494920332473872,-3.64902422306809
388.42,0.00500937042696914,-3.63307983781622
388.44,0.00506958264852988,-3.61736152535006
388.46,0.00512983967082562,-3.60188637186565
388.48,0.00519014117635285,-3.5866707762923
388.5,0.00525048684867185,-3.57173044236792
388.52,0.00531087637237862,-3.55708037175984
388.54,0.00537130943307676,-3.54273485822754
388.56,0.00543178571735091,-3.52870748282017
388.58,0.00549230491273868,-3.51501111009828
388.6,0.00555286670770517,-3.5016578853726
388.62,0.0056134707916162,-3.48865923294787
388.64,0.00567411685471299,-3.47602585535645
388.66,0.00573480458808672,-3.46376773357272
