t,delta,EmergR
95.68,-1.24297604383769,-5.98982803707032
95.7,-1.23750019630592,-6.00655106228355
95.72,-1.2320330487188,-6.02223118997451
95.74,-1.22657454909947,-6.03683998902678
95.76,-1.22112464442334,-6.05034959702503
95.78,-1.21568328063273,-6.0627327676375
95.8,-1.21025040265172,-6.07396291760471
95.82,-1.20482595440124,-6.08401417323909
95.84,-1.19940987881451,-6.09286141634087
95.86,-1.19400211785258,-6.10048032943702
95.88,-1.18860261252026,-6.10684744024883
95.9,-1.18321130288219,-6.11194016529598
95.92,-1.17782812807921,-6.11573685254508
95.94,-1.17245302634492,-6.11821682301204
95.96,-1.16708593502248,-6.1193604112296
95.98,-1.16172679058165,-6.11914900449124
96,-1.15637552863601,-6.11756508078707
96.02,-1.15103208396045,-6.11459224534631
96.04,-1.14569639050882,-6.11021526570545
96.06,-1.14036838143177,-6.10442010522216
96.08,-1.13504798909487,-6.09719395495781
96.1,-1.12973514509683,-6.08852526385446
96.12,-1.124429780288,-6.07840376713451
96.14,-1.11913182478892,-6.06682051285441
96.16,-1.11384120800922,-6.05376788654718
96.18,-1.10855785866655,-6.03923963389114
96.2,-1.10328170480575,-6.02323088134687
96.22,-1.09801267381816,-6.00573815470606
96.24,-1.0927506924611,-5.98675939550246
96.26,-1.08749568687746,-5.96629397523572
96.28,-1.0822475826155,-5.94434270736556
96.3,-1.07700630464875,-5.92090785703664
96.32,-1.07177177739601,-5.89599314849831
96.34,-1.06654392474156,-5.8696037701886
96.36,-1.06132267005543,-5.84174637745575
96.38,-1.05610793621381,-5.81242909289472
96.4,-1.05089964561953,-5.78166150428152
96.42,-1.04569772022275,-5.74945466009169
96.44,-1.04050208154159,-5.71582106259463
96.46,-1.03531265068299,-5.68077465852024
96.48,-1.03012934836358,-5.64433082729839
96.5,-1.02495209493068,-5.60650636687711
96.52,-1.0197808103833,-5.56731947712967
96.54,-1.0146154143933,-5.52678974086633
96.56,-1.00945582632651,-5.48493810246992
96.58,-1.00430196526403,-5.44178684418037
96.6,-0.999153750023406,-5.39735956005772
96.62,-0.99401109918005,-5.35168112765755
96.64,-0.988873931088524,-5.30477767745737
96.66,-0.983742163903946,-5.25667656007798
96.68,-0.978615715603395,-5.20740631134702
96.7,-0.973494504007324,-5.1569966152578
96.72,-0.968378446801002,-5.10547826487923
96.74,-0.963267461555938,-5.05288312127906
96.76,-0.958161465751319,-4.99924407052496
96.78,-0.953060376795429,-4.94459497883276
96.8,-0.94796411204706,-4.88897064593601
96.82,-0.942872588836892,-4.83240675675283
96.84,-0.937785724488854,-4.77493983143233
96.86,-0.932703436341442,-4.71660717386396
96.88,-0.927625641769001,-4.65744681873839
96.9,-0.92255225820296,-4.59749747725094
96.92,-0.917483203153009,-4.53679848154209
96.94,-0.912418394228215,-4.47538972797164
96.96,-0.907357749158082,-4.41331161932738
96.98,-0.902301185813523,-4.35060500607074
97,-0.897248622227765,-4.28731112672349
97.02,-0.892199976617164,-4.22347154750382
97.04,-0.887155167401927,-4.1591281013204
97.06,-0.882114113226739,-4.09432282623542
97.08,-0.877076732981285,-4.02909790350872
97.1,-0.872042945820663,-3.96349559533779
97.12,-0.867012671185682,-3.89755818240774
97.14,-0.861985828823033,-3.83132790136748
97.16,-0.856962338805338,-3.76484688234881
97.18,-0.851942121551062,-3.69815708664515
97.2,-0.846925097844285,-3.6313002446679
97.22,-0.841911188854331,-3.56431779429631
97.24,-0.836900316155242,-3.49725081973964
97.26,-0.831892401745098,-3.43013999102689
97.28,-0.826887368065173,-3.36302550424053
97.3,-0.821885138018921,-3.29594702260911
97.32,-0.81688563499079,-3.22894361857247
97.34,-0.811888782864857,-3.16205371693222
97.36,-0.806894506043273,-3.09531503919762
97.38,-0.80190272946453,-3.02876454923661
97.4,-0.796913378621514,-2.9624384003384
97.42,-0.791926379579373,-2.89637188379218
97.44,-0.786941658993176,-2.83059937908406
97.46,-0.78195914412535,-2.76515430581171
97.48,-0.776978762862915,-2.70006907741337
97.5,-0.772000443734492,-2.63537505680336
97.52,-0.767024115927084,-2.57110251400566
97.54,-0.762049709302624,-2.50728058587088
97.56,-0.757077154414299,-2.4439372379598
97.58,-0.752106382522619,-2.38109922867185
97.6,-0.747137325611255,-2.31879207569405
97.62,-0.742169916402614,-2.25704002484056
97.64,-0.737204088373176,-2.1958660213485
97.66,-0.732239775768563,-2.13529168369281
97.68,-0.727276913618349,-2.075337279976
97.7,-0.722315437750604,-2.0160217069459
97.72,-0.71735528480617,-1.95736247168757
97.74,-0.712396392252663,-1.8993756760326
97.76,-0.707438698398193,-1.8420760037223
97.78,-0.702482142404809,-1.78547671035637
97.8,-0.697526664301659,-1.72958961615417
97.82,-0.692572204997852,-1.67442510154877
97.84,-0.687618706295044,-1.61999210563046
97.86,-0.682666110899716,-1.56629812744859
97.88,-0.67771436243516,-1.51334923017704
97.9,-0.672763405453161,-1.46115004814212
97.92,-0.667813185445381,-1.40970379670603
97.94,-0.662863648854423,-1.35901228499336
97.96,-0.6579147430846,-1.30907593144295
97.98,-0.652966416512384,-1.25989378216195
98,-0.648018618496536,-1.21146353205133
98.02,-0.643071299387929,-1.16378154867027
98.04,-0.638124410539041,-1.11684289879742
98.06,-0.633177904313133,-1.07064137764421
98.08,-0.628231734093098,-1.0251695406687
98.1,-0.623285854289986,-0.980418737934017
98.12,-0.618340220351203,-0.936379150949114
98.14,-0.613394788768375,-0.893039831925808
98.16,-0.608449517084886,-0.850388745379739
98.18,-0.603504363903078,-0.808412811998751
98.2,-0.598559288891119,-0.767097954697784
98.22,-0.593614252789539,-0.726429146773186
98.24,-0.588669217417418,-0.686390462067098
98.26,-0.583724145678249,-0.646965127046249
98.28,-0.578779001565454,-0.608135574696504
98.3,-0.573833750167561,-0.569883500130362
98.32,-0.56888835767304,-0.532189917800432
98.34,-0.563942791374804,-0.495035220208854
98.36,-0.558997019674356,-0.458399237998617
98.38,-0.554051012085609,-0.422261301310581
98.4,-0.549104739238347,-0.386600302285278
98.42,-0.544158172881358,-0.351394758588615
98.44,-0.539211285885215,-0.316622877834363
98.46,-0.534264052244718,-0.282262622778164
98.48,-0.529316447080996,-0.248291777152164
98.5,-0.524368446643256,-0.214688012009742
98.52,-0.519420028310207,-0.181428952447949
98.54,-0.514471170591128,-0.148492244572986
98.56,-0.509521853126604,-0.115855622574375
98.58,-0.504572056688916,-0.0834969757716921
98.6,-0.499621763182099,-0.0513944154976276
98.62,-0.494670955641659,-0.0195263416812805
98.64,-0.489719618233947,0.0121284910054853
98.66,-0.484767736254844,0.0435909075651213
98.68,-0.479815296124593,0.0748812477990075
98.7,-0.474862285378387,0.106019302291644
98.72,-0.46990869265728,0.137024249362961
98.74,-0.464954507700224,0.167914593128506
98.76,-0.459999721336973,0.198708102800527
98.78,-0.455044325481624,0.215527610263358
98.8,-0.450088161306637,0.243765550853404
98.82,-0.445131115463074,0.273118698892313
98.84,-0.440173240383183,0.302444390231057
98.86,-0.435214578387017,0.331756087137947
98.88,-0.430255163706702,0.361066182500596
98.9,-0.42529502414376,0.390385951243499
98.92,-0.420334182425811,0.419725503945333
98.94,-0.415372657317013,0.4490937427602
98.96,-0.410410464526745,0.478498319744022
98.98,-0.405447617452979,0.507945597682526
99,-0.400484127790203,0.537440613512894
99.02,-0.395520006026355,0.566987044426539
99.04,-0.39055526184878,0.59658717673579
99.06,-0.385589904475628,0.626241877581371
99.08,-0.380623942926133,0.655950569554356
99.1,-0.375657386240759,0.685711208297954
99.12,-0.370690243660249,0.715520263151991
99.14,-0.365722524770953,0.74537270089554
99.16,-0.360754239622474,0.77526197263721
99.18,-0.355785398822606,0.805180003898164
99.2,-0.350816013613609,0.835117187925507
99.22,-0.345846095933146,0.865062382268368
99.24,-0.340875658462621,0.895002908642506
99.26,-0.335904714665131,0.924924556102717
99.28,-0.33093327881488,0.954811587537501
99.3,-0.325961366019537,0.984646749491242
99.32,-0.320988992236786,1.01441128531609
99.34,-0.316016174286057,1.04408495164646
99.36,-0.311042929856282,1.07364603818458
99.38,-0.306069277510339,1.10307139073559
99.4,-0.301095236686755,1.13233643730155
99.42,-0.296120827699109,1.16141521779042
99.44,-0.291146071733535,1.19028041697735
99.46,-0.286170990844604,1.2189034004929
99.48,-0.281195607949859,1.24725425389274
99.5,-0.276219946823194,1.27530182476156
99.52,-0.271244032087273,1.30301376778973
99.54,-0.266267889205099,1.33035659275367
99.56,-0.261291544470883,1.35729571532201
99.58,-0.256315025000292,1.38379551060173
99.6,-0.25133835872016,1.40981936931468
99.62,-0.246361574357732,1.43532975634322
99.64,-0.241384701429507,1.46028827194056
99.66,-0.236407770229715,1.48465571568958
99.68,-0.231430811818473,1.50839215248614
99.7,-0.226453858009656,1.53145698065959
99.72,-0.221476941358498,1.55380900213938
99.74,-0.21650009514897,1.57540649454421
99.76,-0.211523353380928,1.59620728507037
99.78,-0.206546750757073,1.61616882604883
99.8,-0.20157032266973,1.63524827203834
99.82,-0.196594105187458,1.65340255831817
99.84,-0.191618135041506,1.67058848064028
99.86,-0.186642449612129,1.68676277609823
99.88,-0.18166708691477,1.70188220496747
99.9,-0.176692085586121,1.71590363336842
99.92,-0.171717484870065,1.72878411660232
99.94,-0.166743324603523,1.74048098300777
99.96,-0.161769645202186,1.7509519181837
99.98,-0.156796487646172,1.76015504942351
100,-0.151823893465587,1.7680490302043
100.02,-0.146851904726009,1.77459312457382
100.04,-0.141880564013909,1.77974729127724
100.06,-0.136909914421986,1.78347226746636
100.08,-0.131939999534462,1.7857296518331
100.1,-0.126970863412307,1.78648198700944
100.12,-0.122002550578417,1.78569284107839
100.14,-0.117035106002745,1.78332688803834
100.16,-0.112068575087396,1.77934998706797
100.18,-0.107103003651676,1.77372926043783
100.2,-0.10213843791712,1.76643316991763
100.22,-0.0971749244924841,1.75743159153
100.24,-0.092212510358717,1.74669588850549
100.26,-0.087251242853914,1.73419898229283
100.28,-0.0822911696582536,1.7199154214853
100.3,-0.0773323387789241,1.70382144852493
100.32,-0.072374798535043,1.6858950640504
100.34,-0.0674185975425716,1.66611608875833
100.36,-0.0624637846992311,1.64446622265181
100.38,-0.057510409169421,1.62092910155384
100.4,-0.0525585203691459,1.5954903507683
100.42,-0.0476081679509505,1.56813763577594
100.44,-0.0426594017888711,1.53886070985687
100.46,-0.0377122719634004,1.50765145853745
100.48,-0.0327668287464758,1.47450394076428
100.5,-0.0278231225864876,1.43941442671319
100.52,-0.0228812040933153,1.40238143214763
100.54,-0.0179411240233908,1.36340574924639
100.56,-0.0130029332647952,1.32249047382663
100.58,-0.00806668282238746,1.27964102889449
100.6,-0.00313242380297237,1.23486518446208
100.62,0.00179979259949344,1.18817307171413
100.64,0.00672991499416631,1.13957718069564
100.66,0.0116578913986508,1.08909239533135
100.68,0.0165836691866942,1.03673599098713
100.7,0.0215071952152387,0.982527631474059
100.72,0.0264284159329435,0.926489365569534
100.74,0.0313472774713847,0.868645619564424
100.76,0.0362637257220577,0.809023185828815
100.78,0.0411777064017505,0.747651207397082
100.8,0.0460891651083794,0.684561158580045
100.82,0.0509980473690115,0.619786821618446
100.84,0.0559042986814766,0.553364259400116
100.86,0.0608078645507231,0.485331784268521
100.88,0.0657086905208608,0.415729922960311
100.9,0.0706067222036615,0.344601377712952
100.92,0.0755019053041517,0.271990983593778
100.94,0.0803941856438137,0.197945662105759
100.96,0.0852835091818185,0.122514371134264
100.98,0.0901698220346372,0.0457480513051922
101,0.095053070494315,-0.0323004311430777
101.02,0.099933201047275,-0.111576344089748
101.04,0.104810160405152,-0.192023153110073
101.06,0.109683895547403,-0.273582589622159
101.08,0.114554353761012,-0.356194721292996
101.1,0.119421482675181,-0.439798025409803
101.12,0.124285230291858,-0.524329465176041
101.14,0.129145545012816,-0.609724568814889
101.16,0.134002375663884,-0.695917511354669
101.18,0.138855671516787,-0.782841198969384
101.2,0.143705382309005,-0.870427355739524
101.22,0.148551458261962,-0.958606612696406
101.24,0.153393850097799,-1.04730859900662
101.26,0.158232509054958,-1.13646203515082
101.28,0.16306738690275,-1.22599482794696
101.3,0.167898435955028,-1.31583416726316
101.32,0.172725609083114,-1.40590662426476
101.34,0.177548859728045,-1.49613825103401
101.36,0.18236814191223,-1.58645468140089
101.38,0.187183410250576,-1.67678123281963
101.4,0.191994619961131,-1.76704300912308
101.42,0.196801726875292,-1.85716500398642
101.44,0.201604687447603,-1.94707220493029
101.46,0.206403458765172,-2.03668969768984
101.48,0.211197998556729,-2.12594277077818
101.5,0.215988265201349,-2.21475702007099
101.52,0.220774217736834,-2.30305845323779
101.54,0.22555581586779,-2.3907735938468
101.56,0.230333019973384,-2.47782958496997
101.58,0.23510579111481,-2.56415429211584
101.6,0.239874091042445,-2.64967640531746
101.62,0.244637882202721,-2.73432554020607
101.64,0.249397127744704,-2.81803233790102
101.66,0.25415179152638,-2.90072856354876
101.68,0.258901838120663,-2.98234720334614
101.7,0.26364723282111,-3.06282255988546
101.72,0.268387941647353,-3.14209034566201
101.74,0.273123931350249,-3.22008777458626
101.76,0.277855169416744,-3.29675365134835
101.78,0.282581624074453,-3.3720284584849
101.8,0.287303264295956,-3.44585444100153
101.82,0.29202005980281,-3.51817568840997
101.84,0.29673198106928,-3.58893821404136
101.86,0.301438999325782,-3.65809003150453
101.88,0.306141086562043,-3.7255812281587
101.9,0.310838215529978,-3.79136403548
101.92,0.315530359746283,-3.85539289620266
101.94,0.320217493494745,-3.91762452812319
101.96,0.324899591828265,-3.97801798446132
101.98,0.329576630570602,-4.03653471067593
102,0.334248586317835,-4.09313859764343
102.02,0.338915436439536,-4.14779603110812
102.04,0.343577159079669,-4.20047593732406
102.06,0.348233733157203,-4.2511498248124
102.08,0.35288513836645,-4.29979182216591
102.1,0.357531355177117,-4.346378711838
102.12,0.36217236483409,-4.39088995986184
102.14,0.366808149356928,-4.43330774145136
102.16,0.371438691539093,-4.47361696244269
102.18,0.3760639749469,-4.51180527654259
102.2,0.380683983918195,-4.54786309835684
102.22,0.385298703560765,-4.5817836121793
102.24,0.389908119750472,-4.61356277652934
102.26,0.394512219129128,-4.64319932443242
102.28,0.399110989102096,-4.67069475944655
102.3,0.403704417835634,-4.69605334744371
102.32,0.408292494253972,-4.71928210416353
102.34,0.412875208036137,-4.74039077856276
102.36,0.417452549612514,-4.75939183199197
102.38,0.422024510161156,-4.77630041323759
102.4,0.426591081603843,-4.79113432947453
102.42,0.431152256601888,-4.80391401318157
102.44,0.435708028551705,-4.81466248507869
102.46,0.440258391580121,-4.82340531315163
102.48,0.444803340539463,-4.83017056783627
102.5,0.449342871002389,-4.83498877344153
102.52,0.453876979256507,-4.83789285589572
102.54,0.458405662298741,-4.83891808690741
102.56,0.462928917829485,-4.83810202463836
102.58,0.467446744246526,-4.83548445099068
102.6,0.471959140638747,-4.83110730561762
102.62,0.476466106779613,-4.82501461677107
102.64,0.480967643120447,-4.81725242910535
102.66,0.485463750783491,-4.80786872856114
102.68,0.489954431554762,-4.79691336445824
102.7,0.494439687876714,-4.78443796893064
102.72,0.498919522840688,-4.77049587384119
102.74,0.503393940179183,-4.75514202531735
102.76,0.507862944257925,-4.7384328960536
102.78,0.512326540067759,-4.72042639552876
102.8,0.516784733216357,-4.70118177829043
102.82,0.521237529919744,-4.68075955046144
102.84,0.525684936993664,-4.65922137462546
102.86,0.530126961844763,-4.63662997325206
102.88,0.534563612461619,-4.61304903082285
102.9,0.538994897405607,-4.58854309482246
102.92,0.543420825801616,-4.56317747575974
102.94,0.54784140732861,-4.53701814638515
102.96,0.552256652210044,-4.51013164027216
102.98,0.556666571204147,-4.48258494993007
103,0.56107117559406,-4.45444542461658
103.02,0.565470477177849,-4.42578066801849
103.04,0.569864488258395,-4.39665843596787
103.06,0.57425322163315,-4.36714653436163
103.08,0.578636690583794,-4.33731271745016
103.1,0.58301490886577,-4.3072245866607
103.12,0.587387890697716,-4.27694949011915
103.14,0.591755650750795,-4.24655442303192
103.16,0.596118204137929,-4.21610592908773
103.18,0.600475566402946,-4.18567000303771
103.2,0.604827753509634,-4.15531199460758
103.22,0.60917478183072,-4.12509651389497
103.24,0.613516668136772,-4.09508733840047
103.26,0.617853429585024,-4.06534732183805
103.28,0.62218508370815,-4.03593830486706
103.3,0.626511648402957,-4.00692102788369
103.32,0.630833141919045,-3.97835504600606
103.34,0.635149582847399,-3.95029864638278
103.36,0.639460990108942,-3.92280876794981
103.38,0.643767382943052,-3.8959409237565
103.4,0.64806878089604,-3.86974912597607
103.42,0.652365203809594,-3.84428581371098
103.44,0.656656671809208,-3.81960178369814
103.46,0.660943205292581,-3.79574612401376
103.48,0.66522482491801,-3.77276615087194
103.5,0.669501551592765,-3.75070734860473
103.52,0.673773406461466,-3.72961331290651
103.54,0.678040410894455,-3.70952569741851
103.56,0.682302586476175,-3.69048416372423
103.58,0.686559954993562,-3.6725263348188
103.6,0.690812538424445,-3.65568775211074
103.62,0.69506035892597,-3.64000183600665
103.64,0.699303438823047,-3.62549985012394
103.66,0.703541800596829,-3.61221086916949
103.68,0.707775466873219,-3.60016175051601
103.7,0.712004460411419,-3.58937710950148
103.72,0.716228804092525,-3.57987929846923
103.74,0.720448520908158,-3.57168838956139
103.76,0.724663633949164,-3.56482216127076
103.78,0.728874166394355,-3.5592960887492
103.8,0.733080141499319,-3.55512333786563
103.82,0.737281582585294,-3.5523147629983
103.84,0.741478513028112,-3.55087890854125
103.86,0.745670956247209,-3.55082201409772
103.88,0.749858935694728,-3.55214802332644
103.9,0.754042474844688,-3.55485859640218
103.92,0.758221597182249,-3.55895312604391
103.94,0.762396326193064,-3.56442875705919
103.96,0.766566685352722,-3.5712804093477
103.98,0.770732698116294,-3.57950080429974
104,0.774894387907973,-3.5890804945215
104.02,0.779051778110828,-3.60000789681263
104.04,0.783204892056656,-3.61226932831666
104.06,0.787353753015958,-3.62584904575925
104.08,0.791498384188015,-3.64072928768548
104.1,0.795638808691101,-3.65689031960135
104.12,0.799775049552801,-3.67431048192072
104.14,0.803907129700466,-3.69296624061532
104.16,0.808035071951789,-3.71283224045979
104.18,0.812158899005518,-3.73388136076127
104.2,0.816278633432298,-3.75608477345865
104.22,0.820394297665655,-3.77941200347351
104.24,0.824505913993112,-3.80383099119115
104.26,0.828613504547458,-3.8293081569477
104.28,0.832717091298153,-3.8558084673965
104.3,0.836816696042885,-3.88329550362373
104.32,0.840912340399277,-3.91173153088234
