Time,AngleX
503.4,5.19693941
503.5,5.888094277
503.6,6.576893985
503.7,7.263063023
503.8,7.946326933
503.9,8.626412418
504,9.303047453
504.1,9.975961393
504.2,10.64488508
504.3,11.30955096
504.4,11.96969316
504.5,12.62504765
504.6,13.27535229
504.7,13.92034697
504.8,14.55977369
504.9,15.19337669
505,15.82090255
505.1,16.44210026
505.2,17.05672135
505.3,17.66451997
505.4,18.26525302
505.5,18.85868022
505.6,19.4445642
505.7,20.0226706
505.8,20.59276821
505.9,21.15462899
506,21.70802819
506.1,22.25274447
506.2,22.78855996
506.3,23.31526032
506.4,23.83263489
506.5,24.34047672
506.6,24.83858269
506.7,25.32675355
506.8,25.80479405
506.9,26.27251298
507,26.72972325
507.1,27.17624199
507.2,27.61189059
507.3,28.03649481
507.4,28.4498848
507.5,28.85189522
507.6,29.24236527
507.7,29.62113876
507.8,29.98806418
507.9,30.34299479
508,30.68578859
508.1,31.0163085
508.2,31.33442229
508.3,31.64000273
508.4,31.93292759
508.5,32.21307971
508.6,32.48034702
508.7,32.73462263
508.8,32.97580483
508.9,33.20379714
509,33.41850838
509.1,33.61985266
509.2,33.80774945
509.3,33.98212359
509.4,34.14290533
509.5,34.29003036
509.6,34.42343984
509.7,34.54308041
509.8,34.6489042
509.9,34.74086889
510,34.8189377
510.1,34.88307939
510.2,34.93326832
510.3,34.96948441
510.4,34.99171317
510.5,34.99994572
510.6,34.99417875
510.7,34.97441457
510.8,34.9406611
510.9,34.89293183
511,34.83124585
511.1,34.75562783
511.2,34.66610803
511.3,34.56272225
511.4,34.44551184
511.5,34.31452368
511.6,34.16981017
511.7,34.0114292
511.8,33.8394441
511.9,33.65392368
512,33.45494214
512.1,33.24257906
512.2,33.0169194
512.3,32.77805341
512.4,32.52607664
512.5,32.26108987
512.6,31.9831991
512.7,31.69251547
512.8,31.38915525
512.9,31.0732398
513,30.74489546
513.1,30.40425357
513.2,30.05145039
513.3,29.68662703
513.4,29.30992941
513.5,28.92150822
513.6,28.5215188
513.7,28.11012116
513.8,27.68747984
513.9,27.2537639
514,26.80914682
514.1,26.35380644
514.2,25.88792489
514.3,25.41168851
514.4,24.92528779
514.5,24.42891729
514.6,23.92277556
514.7,23.40706503
514.8,22.88199198
514.9,22.34776644
515,21.8046021
515.1,21.25271621
515.2,20.69232951
515.3,20.12366615
515.4,19.5469536
515.5,18.96242253
515.6,18.37030674
515.7,17.77084307
515.8,17.16427131
515.9,16.55083406
516,15.9307767
516.1,15.30434724
516.2,14.67179625
516.3,14.03337674
516.4,13.38934406
516.5,12.73995582
516.6,12.08547177
516.7,11.42615369
516.8,10.7622653
516.9,10.09407215
517,9.421841509
517.1,8.745842254
517.2,8.066344778
517.3,7.383620873
517.4,6.697943617
517.5,6.009587273
517.6,5.318827174
517.7,4.625939616
517.8,3.931201743
517.9,3.234891442
518,2.537287227
518.1,1.838668132
518.2,1.139313593
518.3,0.439503345
518.4,-0.260482699
518.5,-0.960364554
518.6,-1.659862275
518.7,-2.358696074
518.8,-3.056586425
518.9,-3.753254183
519,-4.448420689
519.1,-5.141807886
519.2,-5.833138429
519.3,-6.522135794
519.4,-7.208524392
519.5,-7.892029676
519.6,-8.572378253
519.7,-9.249297994
519.8,-9.922518138
519.9,-10.59176941
520,-11.25678411
520.1,-11.91729625
520.2,-12.57304163
520.3,-13.22375796
520.4,-13.86918496
520.5,-14.50906448
520.6,-15.14314056
520.7,-15.77115959
520.8,-16.39287037
520.9,-17.00802421
521,-17.61637507
521.1,-18.21767962
521.2,-18.81169734
521.3,-19.39819063
521.4,-19.9769249
521.5,-20.54766867
521.6,-21.11019364
521.7,-21.66427482
521.8,-22.20969058
521.9,-22.74622276
522,-23.27365675
522.1,-23.79178159
522.2,-24.30039004
522.3,-24.79927865
522.4,-25.28824788
522.5,-25.76710215
522.6,-26.23564992
522.7,-26.69370378
522.8,-27.14108052
522.9,-27.57760119
523,-28.00309118
523.1,-28.41738031
523.2,-28.82030287
523.3,-29.21169769
523.4,-29.59140822
523.5,-29.95928258
523.6,-30.31517363
523.7,-30.65893901
523.8,-30.99044123
523.9,-31.30954768
524,-31.61613073
524.1,-31.91006775
524.2,-32.19124117
524.3,-32.45953852
524.4,-32.71485249
524.5,-32.95708096
524.6,-33.18612703
524.7,-33.40189909
524.8,-33.60431084
524.9,-33.79328131
525,-33.96873492
525.1,-34.13060149
525.2,-34.27881628
525.3,-34.41331999
525.4,-34.53405884
525.5,-34.64098452
525.6,-34.73405427
525.7,-34.81323086
525.8,-34.87848262
525.9,-34.92978346
526,-34.96711285
526.1,-34.99045586
526.2,-34.99980315
526.3,-34.99515099
526.4,-34.97650123
526.5,-34.94386134
526.6,-34.89724438
526.7,-34.83666897
526.8,-34.76215937
526.9,-34.67374537
527,-34.57146233
527.1,-34.45535116
527.2,-34.32545832
527.3,-34.18183575
527.4,-34.0245409
527.5,-33.85363669
527.6,-33.66919147
527.7,-33.47127903
527.8,-33.25997852
527.9,-33.03537447
528,-32.7975567
528.1,-32.54662035
528.2,-32.28266578
528.3,-32.00579858
528.4,-31.71612949
528.5,-31.41377437
528.6,-31.09885415
528.7,-30.77149481
528.8,-30.43182729
528.9,-30.07998743
529,-29.71611599
529.1,-29.34035849
529.2,-28.95286524
529.3,-28.55379123
529.4,-28.14329609
529.5,-27.721544
529.6,-27.28870366
529.7,-26.84494821
529.8,-26.39045513
529.9,-25.92540623
530,-25.4499875
530.1,-24.96438912
530.2,-24.46880532
530.3,-23.96343433
530.4,-23.44847828
530.5,-22.92414315
530.6,-22.39063867
530.7,-21.84817823
530.8,-21.29697881
530.9,-20.73726088
531,-20.16924833
531.1,-19.59316835
531.2,-19.00925136
531.3,-18.41773092
531.4,-17.81884363
531.5,-17.21282905
531.6,-16.59992956
531.7,-15.98039033
531.8,-15.35445915
531.9,-14.72238639
532,-14.08442487
532.1,-13.44082977
532.2,-12.79185852
532.3,-12.1377707
532.4,-11.47882793
532.5,-10.81529378
532.6,-10.14743366
532.7,-9.475514696
532.8,-8.799805655
532.9,-8.120576811
533,-7.438099843
533.1,-6.752647735
533.2,-6.064494658
533.3,-5.373915863
533.4,-4.681187575
533.5,-3.986586873
533.6,-3.29039159
533.7,-2.592880194
533.8,-1.89433168
533.9,-1.19502546
534,-0.495241245
534.1,0.20474106
534.2,0.904641472
534.3,1.604180038
534.4,2.303076955
534.5,3.001052671
534.6,3.697828006
534.7,4.393124259
534.8,5.086663321
534.9,5.778167785
535,6.46736106
535.1,7.153967476
535.2,7.8377124
535.3,8.518322345
535.4,9.195525073
535.5,9.869049715
535.6,10.53862687
535.7,11.20398871
535.8,11.86486911
535.9,12.52100371
536,13.17213009
536.1,13.81798778
536.2,14.45831847
536.3,15.09286602
536.4,15.72137663
536.5,16.34359889
536.6,16.95928393
536.7,17.56818549
536.8,18.17006
536.9,18.76466674
537,19.35176786
537.1,19.93112852
537.2,20.50251701
537.3,21.06570476
537.4,21.6204665
537.5,22.16658035
537.6,22.70382787
537.7,23.23199415
537.8,23.75086795
537.9,24.26024171
538,24.75991171
538.1,25.24967807
538.2,25.72934489
538.3,26.19872032
538.4,26.65761661
538.5,27.10585021
538.6,27.54324183
538.7,27.96961652
538.8,28.38480374
538.9,28.78863741
539,29.18095601
539.1,29.56160262
539.2,29.93042499
539.3,30.28727558
539.4,30.63201166
539.5,30.96449535
539.6,31.28459366
539.7,31.59217854
539.8,31.88712697
539.9,32.16932098
540,32.43864769
540.1,32.69499937
540.2,32.93827349
540.3,33.16837274
540.4,33.38520508
540.5,33.58868378
540.6,33.77872746
540.7,33.9552601
540.8,34.11821108
540.9,34.26751524
541,34.40311285
541.1,34.52494967
541.2,34.63297697
541.3,34.72715154
541.4,34.80743572
541.5,34.87379738
541.6,34.92620999
541.7,34.96465259
541.8,34.98910978
541.9,34.9995718
542,34.99603446
542.1,34.97849917
542.2,34.94697295
542.3,34.90146841
542.4,34.84200374
542.5,34.76860273
542.6,34.68129475
542.7,34.58011471
542.8,34.46510309
542.9,34.33630589
543,34.19377462
543.1,34.0375663
543.2,33.8677434
543.3,33.68437386
543.4,33.48753102
543.5,33.27729361
543.6,33.05374573
543.7,32.81697679
543.8,32.5670815
543.9,32.30415981
544,32.02831689
544.1,31.73966306
544.2,31.4383138
544.3,31.12438963
544.4,30.79801612
544.5,30.45932381
544.6,30.10844818
544.7,29.74552957
544.8,29.37071314
544.9,28.98414882
545,28.58599123
545.1,28.17639963
545.2,27.75553783
545.3,27.3235742
545.4,26.8806815
545.5,26.42703688
545.6,25.9628218
545.7,25.48822194
545.8,25.00342713
545.9,24.50863129
546,24.00403231
546.1,23.48983205
546.2,22.96623616
546.3,22.43345409
546.4,21.89169893
546.5,21.34118739
546.6,20.78213966
546.7,20.21477934
546.8,19.63933339
546.9,19.05603196
547,18.46510838
547.1,17.866799
547.2,17.26134313
547.3,16.64898296
547.4,16.02996342
547.5,15.40453211
547.6,14.77293918
547.7,14.13543728
547.8,13.4922814
547.9,12.84372878
548,12.19003884
548.1,11.53147305
548.2,10.86829482
548.3,10.20076942
548.4,9.529163847
548.5,8.853746736
548.6,8.174788244
548.7,7.492559947
548.8,6.807334725
548.9,6.11938666
549,5.428990921
549.1,4.736423659
549.2,4.041961891
549.3,3.345883392
549.4,2.648466583
549.5,1.949990424
549.6,1.250734295
549.7,0.550977888
549.8,-0.148998902
549.9,-0.848916095
550,-1.548493733
550.1,-2.247451994
550.2,-2.945511304
550.3,-3.642392449
550.4,-4.337816685
550.5,-5.031505853
550.6,-5.723182485
550.7,-6.41256992
550.8,-7.099392413
550.9,-7.783375244
551,-8.464244829
551.1,-9.141728828
551.2,-9.815556258
551.3,-10.4854576
551.4,-11.15116489
551.5,-11.81241187
551.6,-12.46893404
551.7,-13.1204688
551.8,-13.76675555
551.9,-14.40753578
552,-15.04255319
552.1,-15.67155378
552.2,-16.29428596
552.3,-16.91050064
552.4,-17.51995134
552.5,-18.1223943
552.6,-18.71758854
552.7,-19.305296
552.8,-19.88528159
552.9,-20.45731334
553,-21.02116243
553.1,-21.57660334
553.2,-22.1234139
553.3,-22.66137538
553.4,-23.19027262
553.5,-23.70989406
553.6,-24.22003185
553.7,-24.72048196
553.8,-25.2110442
553.9,-25.69152237
554,-26.16172426
554.1,-26.62146182
554.2,-27.07055114
554.3,-27.5088126
554.4,-27.93607091
554.5,-28.35215516
554.6,-28.75689893
554.7,-29.15014032
554.8,-29.53172204
554.9,-29.90149147
555,-30.2593007
555.1,-30.60500661
555.2,-30.93847093
555.3,-31.25956028
555.4,-31.56814621
555.5,-31.86410531
555.6,-32.14731919
555.7,-32.41767457
555.8,-32.67506332
555.9,-32.91938247
556,-33.15053431
556.1,-33.36842638
556.2,-33.57297152
556.3,-33.76408793
556.4,-33.94169914
556.5,-34.10573413
556.6,-34.25612728
556.7,-34.39281844
556.8,-34.51575293
556.9,-34.62488158
557,-34.72016073
557.1,-34.80155229
557.2,-34.86902368
557.3,-34.92254794
557.4,-34.96210364
557.5,-34.98767496
557.6,-34.99925168
557.7,-34.99682917
557.8,-34.98040839
557.9,-34.94999592
558,-34.90560391
558.1,-34.84725012
558.2,-34.77495791
558.3,-34.68875617
558.4,-34.58867939
558.5,-34.4747676
558.6,-34.34706636
558.7,-34.20562676
558.8,-34.05050536
558.9,-33.88176421
559,-33.69947081
559.1,-33.50369807
559.2,-33.29452429
559.3,-33.07203316
559.4,-32.83631364
559.5,-32.58746005
559.6,-32.3255719
559.7,-32.05075395
559.8,-31.76311613
559.9,-31.46277349
560,-31.14984615
560.1,-30.8244593
560.2,-30.48674307
560.3,-30.13683255
560.4,-29.7748677
560.5,-29.40099329
560.6,-29.01535889
560.7,-28.61811872
560.8,-28.2094317
560.9,-27.78946127
561,-27.35837543
561.1,-26.9163466
561.2,-26.4635516
561.3,-26.00017153
561.4,-25.52639173
561.5,-25.04240172
561.6,-24.54839508
561.7,-24.04456941
561.8,-23.53112624
561.9,-23.00827093
562,-22.47621261
562.1,-21.93516411
562.2,-21.38534184
562.3,-20.82696572
562.4,-20.26025908
562.5,-19.68544862
562.6,-19.10276423
562.7,-18.512439
562.8,-17.91470904
562.9,-17.30981343
563,-16.69799413
563.1,-16.07949585
563.2,-15.45456599
563.3,-14.82345451
563.4,-14.18641384
563.5,-13.5436988
563.6,-12.89556646
563.7,-12.24227606
563.8,-11.58408892
563.9,-10.92126829
564,-10.25407931
564.1,-9.582788827
564.2,-8.907665359
564.3,-8.228978943
564.4,-7.547001045
564.5,-6.862004447
564.6,-6.174263139
564.7,-5.484052209
564.8,-4.79164773
564.9,-4.097326656
565,-3.401366706
565.1,-2.704046255
565.2,-2.005644221
565.3,-1.306439957
565.4,-0.606713134
565.5,0.093256367
565.6,0.793188566
565.7,1.4928035
565.8,2.191821332
565.9,2.889962466
566,3.586947653
566.1,4.282498108
566.2,4.976335622
566.3,5.668182667
566.4,6.357762515
566.5,7.044799343
566.6,7.729018345
566.7,8.410145843
566.8,9.087909395
566.9,9.762037904
567,10.43226173
567.1,11.09831279
567.2,11.75992467
567.3,12.41683274
567.4,13.06877424
567.5,13.7154884
567.6,14.35671655
567.7,14.99220221
567.8,15.62169119
567.9,16.2449317
568,16.86167445
568.1,17.47167276
568.2,18.07468263
568.3,18.67046287
568.4,19.25877517
568.5,19.83938422
568.6,20.41205778
568.7,20.97656679
568.8,21.53268545
568.9,22.08019133
569,22.61886542
569.1,23.14849227
569.2,23.66886003
569.3,24.17976056
569.4,24.68098951
569.5,25.17234639
569.6,25.65363467
569.7,26.12466184
569.8,26.5852395
569.9,27.03518341
570,27.4743136
570.1,27.90245444
570.2,28.31943467
570.3,28.7250875
570.4,29.11925069
570.5,29.50176655
570.6,29.87248211
570.7,30.23124907
570.8,30.57792394
570.9,30.91236804
571,31.23444761
571.1,31.54403381
571.2,31.84100282
571.3,32.12523586
571.4,32.39661923
571.5,32.65504438
571.6,32.90040795
571.7,33.1326118
571.8,33.35156304
571.9,33.55717411
572,33.74936275
572.1,33.92805209
572.2,34.09317067
572.3,34.24465243
572.4,34.38243679
572.5,34.50646864
572.6,34.61669835
572.7,34.71308185
572.8,34.79558058
572.9,34.86416154
573,34.9187973
573.1,34.959466
573.2,34.98615139
573.3,34.99884278
573.4,34.9975351
573.5,34.98222888
573.6,34.95293023
573.7,34.90965087
573.8,34.85240812
573.9,34.78122487
574,34.69612959
574.1,34.59715633
574.2,34.48434466
574.3,34.35773971
574.4,34.21739213
574.5,34.06335805
574.6,33.89569908
574.7,33.71448228
574.8,33.51978013
574.9,33.31167052
575,33.09023669
575.1,32.8555672
575.2,32.60775593
575.3,32.34690199
575.4,32.07310971
575.5,31.78648863
575.6,31.48715337
575.7,31.17522366
575.8,30.85082429
575.9,30.514085
576,30.16514047
576.1,29.8041303
576.2,29.43119887
576.3,29.04649535
576.4,28.65017363
576.5,28.24239221
576.6,27.82331422
576.7,27.39310727
576.8,26.95194344
576.9,26.49999919
577,26.0374553
577.1,25.56449677
577.2,25.08131279
577.3,24.58809661
577.4,24.08504553
577.5,23.57236074
577.6,23.05024733
577.7,22.51891412
577.8,21.97857365
577.9,21.42944205
578,20.87173895
578.1,20.30568743
578.2,19.73151391
578.3,19.14944805
578.4,18.55972266
578.5,17.96257364
578.6,17.35823982
578.7,16.74696294
578.8,16.12898749
578.9,15.50456067
579,14.87393223
579.1,14.23735441
579.2,13.59508184
579.3,12.94737142
579.4,12.29448223
579.5,11.6366754
579.6,10.97421407
579.7,10.30736319
579.8,9.6363895
579.9,8.961561387
580,8.283148768
580.1,7.601423
580.2,6.916656764
580.3,6.229123958
580.4,5.539099585
580.5,4.846859646
580.6,4.152681028
580.7,3.456841393
580.8,2.759619068
580.9,2.061292931
581,1.362142305
581.1,0.662446841
581.2,-0.037513594
581.3,-0.737459024
581.4,-1.43710948
581.5,-2.136185111
581.6,-2.834406297
581.7,-3.531493758
581.8,-4.227168669
581.9,-4.921152768
582,-5.613168472
582.1,-6.302938984
582.2,-6.990188404
582.3,-7.674641841
582.4,-8.356025525
582.5,-9.034066909
582.6,-9.708494787
582.7,-10.3790394
582.8,-11.04543253
582.9,-11.70740764
583,-12.36469994
583.1,-13.01704652
583.2,-13.66418646
583.3,-14.30586091
583.4,-14.9418132
583.5,-15.57178897
583.6,-16.19553623
583.7,-16.81280549
583.8,-17.42334985
583.9,-18.02692511
584,-18.62328983
584.1,-19.21220549
584.2,-19.79343652
584.3,-20.36675044
584.4,-20.93191794
584.5,-21.48871294
584.6,-22.03691275
584.7,-22.57629808
584.8,-23.1066532
584.9,-23.62776596
585,-24.13942793
585.1,-24.64143446
585.2,-25.13358473
585.3,-25.61568191
585.4,-26.08753316
585.5,-26.54894974
585.6,-26.9997471
585.7,-27.43974491
585.8,-27.8687672
585.9,-28.28664235
586,-28.69320322
586.1,-29.08828719
586.2,-29.47173623
586.3,-29.84339698
586.4,-30.20312076
586.5,-30.55076369
586.6,-30.88618673
586.7,-31.20925571
586.8,-31.5198414
586.9,-31.81781957
587,-32.10307104
587.1,-32.37548171
587.2,-32.63494261
587.3,-32.88134998
587.4,-33.11460524
587.5,-33.33461511
587.6,-33.54129157
587.7,-33.73455196
587.8,-33.91431898
587.9,-34.08052073
588,-34.23309072
588.1,-34.37196793
588.2,-34.49709682
588.3,-34.60842732
588.4,-34.70591492
588.5,-34.78952061
588.6,-34.85921096
588.7,-34.91495808
588.8,-34.95673969
588.9,-34.98453908
589,-34.99834511
589.1,-34.99815227
589.2,-34.98396063
589.3,-34.95577588
589.4,-34.91360928
589.5,-34.85747771
589.6,-34.78740361
589.7,-34.70341501
589.8,-34.60554551
589.9,-34.49383425
590,-34.36832592
590.1,-34.22907071
590.2,-34.07612434
590.3,-33.90954796
590.4,-33.72940822
590.5,-33.53577717
590.6,-33.32873226
590.7,-33.10835629
590.8,-32.87473743
590.9,-32.6279691
591,-32.36815003
591.1,-32.09538412
591.2,-31.8097805
591.3,-31.51145338
591.4,-31.2005221
591.5,-30.87711103
591.6,-30.54134952
591.7,-30.19337189
591.8,-29.8333173
591.9,-29.46132979
592,-29.07755814
592.1,-28.68215585
592.2,-28.27528109
592.3,-27.85709659
592.4,-27.42776962
592.5,-26.98747191
592.6,-26.53637956
592.7,-26.07467303
592.8,-25.60253697
592.9,-25.12016023
593,-24.62773577
593.1,-24.12546054
593.2,-23.61353545
593.3,-23.09216526
593.4,-22.56155851
593.5,-22.02192744
593.6,-21.47348789
593.7,-20.91645924
593.8,-20.35106427
593.9,-19.77752916
594,-19.19608329
594.1,-18.60695925
594.2,-18.01039267
594.3,-17.40662218
594.4,-16.79588927
594.5,-16.17843822
594.6,-15.55451602
594.7,-14.92437222
594.8,-14.28825887
594.9,-13.64643041
595,-12.99914355
595.1,-12.34665721
595.2,-11.68923237
595.3,-11.027132
595.4,-10.36062092
595.5,-9.68996573
595.6,-9.015434683
595.7,-8.337297582
595.8,-7.655825673
595.9,-6.971291536
596,-6.283968976
596.1,-5.594132911
596.2,-4.902059268
596.3,-4.208024867
596.4,-3.512307312
596.5,-2.815184881
596.6,-2.116936413
596.7,-1.417841199
596.8,-0.718178867
596.9,-0.018229274
597,0.681727611
597.1,1.381411815
597.2,2.080543471
597.3,2.778842939
597.4,3.476030906
597.5,4.171828507
597.6,4.865957432
597.7,5.558140039
597.8,6.248099464
597.9,6.935559733
598,7.62024587
598.1,8.301884011
598.2,8.980201508
598.3,9.654927045
598.4,10.32579074
598.5,10.99252426
598.6,11.65486091
598.7,12.31253577
598.8,12.96528579
598.9,13.61284986
599,14.25496897
599.1,14.89138629
599.2,15.52184725
599.3,16.14609968
599.4,16.76389388
599.5,17.37498275
599.6,17.97912186
599.7,18.57606956
599.8,19.16558708
599.9,19.74743862
600,20.32139145
600.1,20.88721599
600.2,21.44468592
600.3,21.99357827
600.4,22.53367348
600.5,23.06475552
600.6,23.58661196
600.7,24.09903407
600.8,24.6018169
600.9,25.09475932
601,25.57766417
601.1,26.0503383
601.2,26.51259264
601.3,26.9642423
601.4,27.40510662
601.5,27.83500926
601.6,28.25377827
601.7,28.66124615
601.8,29.05724991
601.9,29.44163116
602,29.81423614
602.1,30.17491583
602.2,30.52352596
602.3,30.85992708
602.4,31.18398464
602.5,31.49556903
602.6,31.79455561
602.7,32.08082479
602.8,32.35426206
602.9,32.61475807
603,32.8622086
603.1,33.09651469
603.2,33.31758262
603.3,33.52532395
603.4,33.71965561
603.5,33.90049985
603.6,34.06778434
603.7,34.22144217
603.8,34.36141189
603.9,34.48763749
604,34.60006851
604.1,34.69865995
604.2,34.78337239
604.3,34.85417195
604.4,34.91103031
604.5,34.95392472
604.6,34.98283802
604.7,34.99775866
604.8,34.99868065
604.9,34.98560365
605,34.95853287
605.1,34.91747914
605.2,34.86245888
605.3,34.79349411
605.4,34.7106124
605.5,34.61384691
605.6,34.50323634
605.7,34.37882494
605.8,34.24066247
605.9,34.08880419
606,33.92331084
606.1,33.74424862
606.2,33.55168915
606.3,33.34570945
606.4,33.12639191
606.5,32.89382426
606.6,32.64809951
606.7,32.38931597
606.8,32.11757712
606.9,31.83299168
607,31.53567346
607.1,31.22574139
607.2,30.90331945
607.3,30.56853658
607.4,30.22152671
607.5,29.86242864
607.6,29.49138598
607.7,29.10854717
607.8,28.71406533
607.9,28.30809824
608,27.8908083
608.1,27.4623624
608.2,27.02293192
608.3,26.57269263
608.4,26.11182461
608.5,25.64051222
608.6,25.15894396
608.7,24.66731246
608.8,24.16581436
608.9,23.65465026
609,23.13402462
609.1,22.60414567
609.2,22.06522537
609.3,21.51747927
609.4,20.96112647
609.5,20.39638949
609.6,19.82349424
609.7,19.24266984
609.8,18.65414864
609.9,18.05816603
610,17.45496039
610.1,16.844773
610.2,16.22784792
610.3,15.60443192
610.4,14.97477436
610.5,14.33912708
610.6,13.69774435
610.7,13.0508827
610.8,12.39880088
610.9,11.74175969
611,11.08002196
611.1,10.41385237
611.2,9.743517381
611.3,9.069285112
611.4,8.391425249
611.5,7.710208928
611.6,7.025908626
611.7,6.338798054
611.8,5.649152048
611.9,4.957246456
612,4.263358032
612.1,3.567764321
612.2,2.870743553
612.3,2.172574525
612.4,1.473536496
612.5,0.773909072
612.6,0.073972095
612.7,-0.62599447
612.8,-1.325710645
612.9,-2.024896554
613,-2.723272532
613.1,-3.420559236
613.2,-4.116477763
613.3,-4.810749753
613.4,-5.503097507
613.5,-6.193244096
613.6,-6.88091347
613.7,-7.56583057
613.8,-8.247721439
613.9,-8.926313329
614,-9.601334813
614.1,-10.27251589
614.2,-10.9395881
614.3,-11.60228462
614.4,-12.26034038
614.5,-12.91349217
614.6,-13.56147873
614.7,-14.20404088
614.8,-14.84092161
614.9,-15.47186616
615,-16.09662217
615.1,-16.71493975
615.2,-17.32657158
615.3,-17.93127301
615.4,-18.52880217
615.5,-19.11892005
615.6,-19.70139063
615.7,-20.2759809
615.8,-20.84246106
615.9,-21.40060451
616,-21.95018801
616.1,-22.49099172
616.2,-23.02279933
616.3,-23.54539813
616.4,-24.05857909
616.5,-24.56213693
616.6,-25.05587025
616.7,-25.53958156
616.8,-26.01307737
616.9,-26.47616829
617,-26.92866911
617.1,-27.37039881
617.2,-27.80118072
617.3,-28.22084253
617.4,-28.62921638
617.5,-29.02613892
617.6,-29.4114514
617.7,-29.78499968
617.8,-30.14663437
617.9,-30.4962108
618,-30.83358915
618.1,-31.15863448
618.2,-31.47121677
618.3,-31.771211
618.4,-32.05849716
618.5,-32.33296035
618.6,-32.59449079
618.7,-32.84298387
618.8,-33.07834019
618.9,-33.30046561
619,-33.5092713
619.1,-33.70467372
619.2,-33.88659472
619.3,-34.05496154
619.4,-34.20970682
619.5,-34.35076868
619.6,-34.47809069
619.7,-34.59162192
619.8,-34.69131697
619.9,-34.77713595
620,-34.84904454
620.1,-34.90701398
620.2,-34.95102108
620.3,-34.98104823
620.4,-34.99708343
620.5,-34.99912027
620.6,-34.98715792
620.7,-34.96120118
620.8,-34.92126042
620.9,-34.86735162
621,-34.79949635
621.1,-34.71772174
621.2,-34.62206051
621.3,-34.51255092
621.4,-34.38923676
621.5,-34.25216737
621.6,-34.10139757
621.7,-33.93698766
621.8,-33.75900342
621.9,-33.56751602
622,-33.36260206
622.1,-33.1443435
622.2,-32.91282765
622.3,-32.66814711
622.4,-32.41039975
622.5,-32.13968865
622.6,-31.85612211
622.7,-31.55981355
622.8,-31.25088148
622.9,-30.92944947
623,-30.5956461
623.1,-30.24960488
623.2,-29.89146422
623.3,-29.52136737
623.4,-29.13946237
623.5,-28.74590197
623.6,-28.34084359
623.7,-27.92444926
623.8,-27.49688552
623.9,-27.05832339
624,-26.60893829
624.1,-26.14890997
624.2,-25.67842243
624.3,-25.19766387
624.4,-24.70682658
624.5,-24.20610689
624.6,-23.69570508
624.7,-23.1758253
624.8,-22.6466755
624.9,-22.10846733
625,-21.56141607
625.1,-21.00574053
625.2,-20.44166298
625.3,-19.86940903
625.4,-19.28920758
625.5,-18.70129071
625.6,-18.10589357
625.7,-17.50325432
625.8,-16.893614
625.9,-16.27721645
626,-15.65430824
626.1,-15.02513851
626.2,-14.38995893
626.3,-13.74902355
626.4,-13.10258875
626.5,-12.45091309
626.6,-11.79425723
626.7,-11.13288382
626.8,-10.46705741
626.9,-9.797044317
627,-9.123112535
627.1,-8.44553163
627.2,-7.764572625
627.3,-7.080507894
627.4,-6.393611054
627.5,-5.704156855
627.6,-5.01242107
627.7,-4.318680383
627.8,-3.623212281
627.9,-2.926294943
628,-2.228207125
628.1,-1.529228055
628.2,-0.829637314
628.3,-0.129714729
628.4,0.57025974
628.5,1.270006113
628.6,1.969244501
628.7,2.667695217
628.8,3.36507889
628.9,4.061116577
629,4.755529871
629.1,5.448041017
629.2,6.138373019
629.3,6.826249753
629.4,7.511396079
629.5,8.193537946
629.6,8.872402508
629.7,9.547718226
629.8,10.21921499
629.9,10.88662419
630,11.5496789
630.1,12.20811389
630.2,12.86166579
630.3,13.5100732
630.4,14.15307676
630.5,14.79041928
630.6,15.42184582
630.7,16.04710384
630.8,16.66594323
630.9,17.27811646
631,17.88337868
631.1,18.48148778
631.2,19.07220453
631.3,19.65529266
631.4,20.23051893
631.5,20.79765327
631.6,21.35646882
631.7,21.90674206
631.8,22.44825291
631.9,22.98078475
632,23.50412458
632.1,24.01806308
632.2,24.52239467
632.3,25.01691763
632.4,25.50143416
632.5,25.97575045
632.6,26.43967679
632.7,26.89302761
632.8,27.33562158
632.9,27.76728166
633,28.18783521
633.1,28.59711399
633.2,28.99495431
633.3,29.38119704
633.4,29.75568767
633.5,30.11827643
633.6,30.46881828
633.7,30.80717301
633.8,31.13320528
633.9,31.44678469
634,31.7477858
634.1,32.03608822
634.2,32.31157663
634.3,32.57414084
634.4,32.82367582
634.5,33.06008178
634.6,33.28326414
634.7,33.49313365
634.8,33.68960634
634.9,33.87260364
635,34.04205235
635.1,34.1978847
635.2,34.34003834
635.3,34.46845643
635.4,34.5830876
635.5,34.68388599
635.6,34.77081129
635.7,34.84382873
635.8,34.90290911
635.9,34.94802878
636,34.97916971
636.1,34.99631944
636.2,34.9994711
636.3,34.98862345
636.4,34.96378081
636.5,34.92495312
636.6,34.87215592
636.7,34.80541032
636.8,34.72474303
636.9,34.6301863
637,34.52177795
637.1,34.39956135
637.2,34.26358539
637.3,34.11390445
637.4,33.95057841
637.5,33.77367258
637.6,33.58325774
637.7,33.37941004
637.8,33.16221102
637.9,32.93174756
638,32.68811184
638.1,32.43140132
638.2,32.16171866
638.3,31.87917174
638.4,31.58387359
638.5,31.2759423
638.6,30.95550105
638.7,30.62267802
638.8,30.27760632
638.9,29.92042398
639,29.55127387
639.1,29.17030365
639.2,28.7776657
639.3,28.37351706
639.4,27.95801939
639.5,27.53133889
639.6,27.09364622
639.7,26.64511645
